Gene_ID,HGNC,Pathway_ID,Pathway_Name
501,ALDH7A1,hsa00280,"Valine, leucine and isoleucine degradation - Homo sapiens (human)"
501,ALDH7A1,hsa00310,Lysine degradation - Homo sapiens (human)
501,ALDH7A1,hsa00330,Arginine and proline metabolism - Homo sapiens (human)
501,ALDH7A1,hsa00340,Histidine metabolism - Homo sapiens (human)
501,ALDH7A1,hsa00380,Tryptophan metabolism - Homo sapiens (human)
501,ALDH7A1,hsa00410,beta-Alanine metabolism - Homo sapiens (human)
501,ALDH7A1,hsa00561,Glycerolipid metabolism - Homo sapiens (human)
501,ALDH7A1,hsa00620,Pyruvate metabolism - Homo sapiens (human)
501,ALDH7A1,hsa00670,One carbon pool by folate - Homo sapiens (human)
501,ALDH7A1,hsa01100,Metabolic pathways - Homo sapiens (human)
501,ALDH7A1,hsa04936,Alcoholic liver disease - Homo sapiens (human)
5105,PCK1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5105,PCK1,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
5105,PCK1,hsa00620,Pyruvate metabolism - Homo sapiens (human)
5105,PCK1,hsa01100,Metabolic pathways - Homo sapiens (human)
5105,PCK1,hsa03320,PPAR signaling pathway - Homo sapiens (human)
5105,PCK1,hsa04068,FoxO signaling pathway - Homo sapiens (human)
5105,PCK1,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
5105,PCK1,hsa04152,AMPK signaling pathway - Homo sapiens (human)
5105,PCK1,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5105,PCK1,hsa04920,Adipocytokine signaling pathway - Homo sapiens (human)
5105,PCK1,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5105,PCK1,hsa04931,Insulin resistance - Homo sapiens (human)
5105,PCK1,hsa04964,Proximal tubule bicarbonate reclamation - Homo sapiens (human)
5106,PCK2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5106,PCK2,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
5106,PCK2,hsa00620,Pyruvate metabolism - Homo sapiens (human)
5106,PCK2,hsa01100,Metabolic pathways - Homo sapiens (human)
5106,PCK2,hsa03320,PPAR signaling pathway - Homo sapiens (human)
5106,PCK2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
5106,PCK2,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
5106,PCK2,hsa04152,AMPK signaling pathway - Homo sapiens (human)
5106,PCK2,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5106,PCK2,hsa04920,Adipocytokine signaling pathway - Homo sapiens (human)
5106,PCK2,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5106,PCK2,hsa04931,Insulin resistance - Homo sapiens (human)
5106,PCK2,hsa04964,Proximal tubule bicarbonate reclamation - Homo sapiens (human)
5160,PDHA1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5160,PDHA1,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
5160,PDHA1,hsa00620,Pyruvate metabolism - Homo sapiens (human)
5160,PDHA1,hsa00785,Lipoic acid metabolism - Homo sapiens (human)
5160,PDHA1,hsa01100,Metabolic pathways - Homo sapiens (human)
5160,PDHA1,hsa01200,Carbon metabolism - Homo sapiens (human)
5160,PDHA1,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
5160,PDHA1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5160,PDHA1,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5160,PDHA1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
5160,PDHA1,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
5161,PDHA2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5161,PDHA2,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
5161,PDHA2,hsa00620,Pyruvate metabolism - Homo sapiens (human)
5161,PDHA2,hsa00785,Lipoic acid metabolism - Homo sapiens (human)
5161,PDHA2,hsa01100,Metabolic pathways - Homo sapiens (human)
5161,PDHA2,hsa01200,Carbon metabolism - Homo sapiens (human)
5161,PDHA2,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
5161,PDHA2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5161,PDHA2,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5161,PDHA2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
5161,PDHA2,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
5162,PDHB,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5162,PDHB,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
5162,PDHB,hsa00620,Pyruvate metabolism - Homo sapiens (human)
5162,PDHB,hsa00785,Lipoic acid metabolism - Homo sapiens (human)
5162,PDHB,hsa01100,Metabolic pathways - Homo sapiens (human)
5162,PDHB,hsa01200,Carbon metabolism - Homo sapiens (human)
5162,PDHB,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
5162,PDHB,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5162,PDHB,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5162,PDHB,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
5162,PDHB,hsa05415,Diabetic cardiomyopathy - Homo sapiens (human)
5211,PFKL,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5211,PFKL,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
5211,PFKL,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
5211,PFKL,hsa00052,Galactose metabolism - Homo sapiens (human)
5211,PFKL,hsa01100,Metabolic pathways - Homo sapiens (human)
5211,PFKL,hsa01200,Carbon metabolism - Homo sapiens (human)
5211,PFKL,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5211,PFKL,hsa03018,RNA degradation - Homo sapiens (human)
5211,PFKL,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5211,PFKL,hsa04152,AMPK signaling pathway - Homo sapiens (human)
5211,PFKL,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
5211,PFKL,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5211,PFKL,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
5213,PFKM,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5213,PFKM,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
5213,PFKM,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
5213,PFKM,hsa00052,Galactose metabolism - Homo sapiens (human)
5213,PFKM,hsa01100,Metabolic pathways - Homo sapiens (human)
5213,PFKM,hsa01200,Carbon metabolism - Homo sapiens (human)
5213,PFKM,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5213,PFKM,hsa03018,RNA degradation - Homo sapiens (human)
5213,PFKM,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5213,PFKM,hsa04152,AMPK signaling pathway - Homo sapiens (human)
5213,PFKM,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
5213,PFKM,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5213,PFKM,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
5214,PFKP,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5214,PFKP,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
5214,PFKP,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
5214,PFKP,hsa00052,Galactose metabolism - Homo sapiens (human)
5214,PFKP,hsa01100,Metabolic pathways - Homo sapiens (human)
5214,PFKP,hsa01200,Carbon metabolism - Homo sapiens (human)
5214,PFKP,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5214,PFKP,hsa03018,RNA degradation - Homo sapiens (human)
5214,PFKP,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5214,PFKP,hsa04152,AMPK signaling pathway - Homo sapiens (human)
5214,PFKP,hsa04919,Thyroid hormone signaling pathway - Homo sapiens (human)
5214,PFKP,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5214,PFKP,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
5223,PGAM1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5223,PGAM1,hsa00260,"Glycine, serine and threonine metabolism - Homo sapiens (human)"
5223,PGAM1,hsa01100,Metabolic pathways - Homo sapiens (human)
5223,PGAM1,hsa01200,Carbon metabolism - Homo sapiens (human)
5223,PGAM1,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5223,PGAM1,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5223,PGAM1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
5224,PGAM2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5224,PGAM2,hsa00260,"Glycine, serine and threonine metabolism - Homo sapiens (human)"
5224,PGAM2,hsa01100,Metabolic pathways - Homo sapiens (human)
5224,PGAM2,hsa01200,Carbon metabolism - Homo sapiens (human)
5224,PGAM2,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5224,PGAM2,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5224,PGAM2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
5230,PGK1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5230,PGK1,hsa01100,Metabolic pathways - Homo sapiens (human)
5230,PGK1,hsa01200,Carbon metabolism - Homo sapiens (human)
5230,PGK1,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5230,PGK1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5232,PGK2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5232,PGK2,hsa01100,Metabolic pathways - Homo sapiens (human)
5232,PGK2,hsa01200,Carbon metabolism - Homo sapiens (human)
5232,PGK2,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5232,PGK2,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
5236,PGM1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5236,PGM1,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
5236,PGM1,hsa00052,Galactose metabolism - Homo sapiens (human)
5236,PGM1,hsa00230,Purine metabolism - Homo sapiens (human)
5236,PGM1,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
5236,PGM1,hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)
5236,PGM1,hsa01100,Metabolic pathways - Homo sapiens (human)
5236,PGM1,hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human)
5313,PKLR,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5313,PKLR,hsa00620,Pyruvate metabolism - Homo sapiens (human)
5313,PKLR,hsa01100,Metabolic pathways - Homo sapiens (human)
5313,PKLR,hsa01200,Carbon metabolism - Homo sapiens (human)
5313,PKLR,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5313,PKLR,hsa04910,Insulin signaling pathway - Homo sapiens (human)
5313,PKLR,hsa04930,Type II diabetes mellitus - Homo sapiens (human)
5313,PKLR,hsa04932,Non-alcoholic fatty liver disease - Homo sapiens (human)
5313,PKLR,hsa04950,Maturity onset diabetes of the young - Homo sapiens (human)
5315,PKM,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
5315,PKM,hsa00620,Pyruvate metabolism - Homo sapiens (human)
5315,PKM,hsa01100,Metabolic pathways - Homo sapiens (human)
5315,PKM,hsa01200,Carbon metabolism - Homo sapiens (human)
5315,PKM,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
5315,PKM,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
5315,PKM,hsa04930,Type II diabetes mellitus - Homo sapiens (human)
5315,PKM,hsa05165,Human papillomavirus infection - Homo sapiens (human)
5315,PKM,hsa05203,Viral carcinogenesis - Homo sapiens (human)
5315,PKM,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
55276,PGM2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
55276,PGM2,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
55276,PGM2,hsa00052,Galactose metabolism - Homo sapiens (human)
55276,PGM2,hsa00230,Purine metabolism - Homo sapiens (human)
55276,PGM2,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
55276,PGM2,hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)
55276,PGM2,hsa01100,Metabolic pathways - Homo sapiens (human)
55276,PGM2,hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human)
55902,ACSS2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
55902,ACSS2,hsa00620,Pyruvate metabolism - Homo sapiens (human)
55902,ACSS2,hsa00630,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)
55902,ACSS2,hsa00640,Propanoate metabolism - Homo sapiens (human)
55902,ACSS2,hsa01100,Metabolic pathways - Homo sapiens (human)
55902,ACSS2,hsa01200,Carbon metabolism - Homo sapiens (human)
57818,G6PC2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
57818,G6PC2,hsa00052,Galactose metabolism - Homo sapiens (human)
57818,G6PC2,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
57818,G6PC2,hsa01100,Metabolic pathways - Homo sapiens (human)
57818,G6PC2,hsa04068,FoxO signaling pathway - Homo sapiens (human)
57818,G6PC2,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
57818,G6PC2,hsa04152,AMPK signaling pathway - Homo sapiens (human)
57818,G6PC2,hsa04910,Insulin signaling pathway - Homo sapiens (human)
57818,G6PC2,hsa04920,Adipocytokine signaling pathway - Homo sapiens (human)
57818,G6PC2,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
57818,G6PC2,hsa04931,Insulin resistance - Homo sapiens (human)
57818,G6PC2,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
669,BPGM,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
669,BPGM,hsa00260,"Glycine, serine and threonine metabolism - Homo sapiens (human)"
669,BPGM,hsa01100,Metabolic pathways - Homo sapiens (human)
7167,TPI1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
7167,TPI1,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
7167,TPI1,hsa00562,Inositol phosphate metabolism - Homo sapiens (human)
7167,TPI1,hsa01100,Metabolic pathways - Homo sapiens (human)
7167,TPI1,hsa01200,Carbon metabolism - Homo sapiens (human)
7167,TPI1,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
80201,HKDC1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
80201,HKDC1,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
80201,HKDC1,hsa00052,Galactose metabolism - Homo sapiens (human)
80201,HKDC1,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
80201,HKDC1,hsa00520,Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)
80201,HKDC1,hsa00524,"Neomycin, kanamycin and gentamicin biosynthesis - Homo sapiens (human)"
80201,HKDC1,hsa01100,Metabolic pathways - Homo sapiens (human)
80201,HKDC1,hsa01200,Carbon metabolism - Homo sapiens (human)
80201,HKDC1,hsa01250,Biosynthesis of nucleotide sugars - Homo sapiens (human)
80201,HKDC1,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
80201,HKDC1,hsa04910,Insulin signaling pathway - Homo sapiens (human)
80201,HKDC1,hsa04930,Type II diabetes mellitus - Homo sapiens (human)
80201,HKDC1,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
80201,HKDC1,hsa05131,Shigellosis - Homo sapiens (human)
80201,HKDC1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
83440,ADPGK,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
83440,ADPGK,hsa01100,Metabolic pathways - Homo sapiens (human)
83440,ADPGK,hsa01200,Carbon metabolism - Homo sapiens (human)
84532,ACSS1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
84532,ACSS1,hsa00620,Pyruvate metabolism - Homo sapiens (human)
84532,ACSS1,hsa00630,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)
84532,ACSS1,hsa00640,Propanoate metabolism - Homo sapiens (human)
84532,ACSS1,hsa01100,Metabolic pathways - Homo sapiens (human)
84532,ACSS1,hsa01200,Carbon metabolism - Homo sapiens (human)
8789,FBP2,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
8789,FBP2,hsa00030,Pentose phosphate pathway - Homo sapiens (human)
8789,FBP2,hsa00051,Fructose and mannose metabolism - Homo sapiens (human)
8789,FBP2,hsa01100,Metabolic pathways - Homo sapiens (human)
8789,FBP2,hsa01200,Carbon metabolism - Homo sapiens (human)
8789,FBP2,hsa04152,AMPK signaling pathway - Homo sapiens (human)
8789,FBP2,hsa04910,Insulin signaling pathway - Homo sapiens (human)
8789,FBP2,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
92483,LDHAL6B,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
92483,LDHAL6B,hsa00270,Cysteine and methionine metabolism - Homo sapiens (human)
92483,LDHAL6B,hsa00620,Pyruvate metabolism - Homo sapiens (human)
92483,LDHAL6B,hsa00640,Propanoate metabolism - Homo sapiens (human)
92483,LDHAL6B,hsa01100,Metabolic pathways - Homo sapiens (human)
92483,LDHAL6B,hsa04066,HIF-1 signaling pathway - Homo sapiens (human)
92483,LDHAL6B,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
92483,LDHAL6B,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
92579,G6PC3,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
92579,G6PC3,hsa00052,Galactose metabolism - Homo sapiens (human)
92579,G6PC3,hsa00500,Starch and sucrose metabolism - Homo sapiens (human)
92579,G6PC3,hsa01100,Metabolic pathways - Homo sapiens (human)
92579,G6PC3,hsa04068,FoxO signaling pathway - Homo sapiens (human)
92579,G6PC3,hsa04151,PI3K-Akt signaling pathway - Homo sapiens (human)
92579,G6PC3,hsa04152,AMPK signaling pathway - Homo sapiens (human)
92579,G6PC3,hsa04910,Insulin signaling pathway - Homo sapiens (human)
92579,G6PC3,hsa04920,Adipocytokine signaling pathway - Homo sapiens (human)
92579,G6PC3,hsa04922,Glucagon signaling pathway - Homo sapiens (human)
92579,G6PC3,hsa04931,Insulin resistance - Homo sapiens (human)
92579,G6PC3,hsa04973,Carbohydrate digestion and absorption - Homo sapiens (human)
9562,MINPP1,hsa00010,Glycolysis / Gluconeogenesis - Homo sapiens (human)
9562,MINPP1,hsa00562,Inositol phosphate metabolism - Homo sapiens (human)
9562,MINPP1,hsa01100,Metabolic pathways - Homo sapiens (human)
1431,CS,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
1431,CS,hsa00630,Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)
1431,CS,hsa01100,Metabolic pathways - Homo sapiens (human)
1431,CS,hsa01200,Carbon metabolism - Homo sapiens (human)
1431,CS,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
1431,CS,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
1743,DLST,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
1743,DLST,hsa00310,Lysine degradation - Homo sapiens (human)
1743,DLST,hsa00380,Tryptophan metabolism - Homo sapiens (human)
1743,DLST,hsa00785,Lipoic acid metabolism - Homo sapiens (human)
1743,DLST,hsa01100,Metabolic pathways - Homo sapiens (human)
1743,DLST,hsa01200,Carbon metabolism - Homo sapiens (human)
1743,DLST,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
2271,FH,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
2271,FH,hsa00620,Pyruvate metabolism - Homo sapiens (human)
2271,FH,hsa01100,Metabolic pathways - Homo sapiens (human)
2271,FH,hsa01200,Carbon metabolism - Homo sapiens (human)
2271,FH,hsa04934,Cushing syndrome - Homo sapiens (human)
2271,FH,hsa05200,Pathways in cancer - Homo sapiens (human)
2271,FH,hsa05211,Renal cell carcinoma - Homo sapiens (human)
3417,IDH1,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
3417,IDH1,hsa00480,Glutathione metabolism - Homo sapiens (human)
3417,IDH1,hsa01100,Metabolic pathways - Homo sapiens (human)
3417,IDH1,hsa01200,Carbon metabolism - Homo sapiens (human)
3417,IDH1,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
3417,IDH1,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
3417,IDH1,hsa04146,Peroxisome - Homo sapiens (human)
3417,IDH1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
3418,IDH2,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
3418,IDH2,hsa00480,Glutathione metabolism - Homo sapiens (human)
3418,IDH2,hsa01100,Metabolic pathways - Homo sapiens (human)
3418,IDH2,hsa01200,Carbon metabolism - Homo sapiens (human)
3418,IDH2,hsa01210,2-Oxocarboxylic acid metabolism - Homo sapiens (human)
3418,IDH2,hsa01230,Biosynthesis of amino acids - Homo sapiens (human)
3418,IDH2,hsa04146,Peroxisome - Homo sapiens (human)
3418,IDH2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
3419,IDH3A,hsa00020,Citrate cycle (TCA cycle) - Homo sapiens (human)
3419,IDH3A,hsa01100,Metabolic pathways - Homo sapiens (human)
3419,IDH3A,hsa01200,Carbon metabolism - Homo sapiens (human)
