cell_line,drugA_name,drugB_name,mean_bliss,tissue
NCIH460,PACLITAXEL,SUNITINIB,6.512499999999999,lung
NCIH460,PACLITAXEL,TEMOZOLOMIDE,-1.7466666666666668,lung
NCIH460,PACLITAXEL,ZOLINZA,-7.1,lung
NCIH460,PD325901,ABT-888,-5.57,lung
NCIH460,PD325901,BEZ-235,9.5275,lung
NCIH460,PD325901,BORTEZOMIB,3.91,lung
NCIH460,PD325901,DASATINIB,5.359999999999999,lung
NCIH460,PD325901,DINACICLIB,-4.695,lung
NCIH460,PD325901,GELDANAMYCIN,-4.54,lung
NCIH460,PD325901,MK-8669,7.1575,lung
NCIH460,PD325901,MK-8776,-3.755,lung
NCIH460,PD325901,OXALIPLATIN,-4.9375,lung
NCIH460,PD325901,SORAFENIB,9.145,lung
NCIH460,PD325901,TOPOTECAN,4.75,lung
NCIH460,SN-38,DINACICLIB,-7.24,lung
NCIH460,SN-38,MK-8776,-4.37,lung
NCIH460,SN-38,SORAFENIB,9.762,lung
NCIH460,SORAFENIB,DINACICLIB,5.16,lung
NCIH460,SORAFENIB,MK-8776,5.3925,lung
NCIH460,SUNITINIB,ABT-888,1.4249999999999998,lung
NCIH460,SUNITINIB,AZD1775,5.36,lung
NCIH460,SUNITINIB,BEZ-235,13.2675,lung
NCIH460,SUNITINIB,BORTEZOMIB,3.453333333333333,lung
NCIH460,SUNITINIB,DASATINIB,13.6225,lung
NCIH460,SUNITINIB,DINACICLIB,9.286666666666667,lung
NCIH460,SUNITINIB,ERLOTINIB,5.153333333333333,lung
NCIH460,SUNITINIB,GELDANAMYCIN,6.636666666666667,lung
NCIH460,SUNITINIB,LAPATINIB,1.6933333333333334,lung
NCIH460,SUNITINIB,MK-2206,15.5025,lung
NCIH460,SUNITINIB,MK-5108,-4.7625,lung
NCIH460,SUNITINIB,MK-8669,14.55,lung
NCIH460,SUNITINIB,MK-8776,7.2325,lung
NCIH460,SUNITINIB,OXALIPLATIN,-8.8975,lung
NCIH460,SUNITINIB,PD325901,8.127500000000001,lung
NCIH460,SUNITINIB,SN-38,17.3,lung
NCIH460,SUNITINIB,SORAFENIB,-3.88,lung
NCIH460,SUNITINIB,TEMOZOLOMIDE,5.24,lung
NCIH460,SUNITINIB,TOPOTECAN,4.5633333333333335,lung
NCIH460,TEMOZOLOMIDE,ABT-888,5.865,lung
NCIH460,TEMOZOLOMIDE,AZD1775,9.195,lung
NCIH460,TEMOZOLOMIDE,BEZ-235,6.095000000000001,lung
NCIH460,TEMOZOLOMIDE,BORTEZOMIB,-4.406666666666667,lung
NCIH460,TEMOZOLOMIDE,DASATINIB,3.93,lung
NCIH460,TEMOZOLOMIDE,DINACICLIB,4.205,lung
NCIH460,TEMOZOLOMIDE,ERLOTINIB,2.705,lung
NCIH460,TEMOZOLOMIDE,GELDANAMYCIN,-3.61,lung
NCIH460,TEMOZOLOMIDE,LAPATINIB,-0.8899999999999999,lung
NCIH460,TEMOZOLOMIDE,MK-2206,6.859999999999999,lung
NCIH460,TEMOZOLOMIDE,MK-4827,22.0825,lung
NCIH460,TEMOZOLOMIDE,MK-5108,-4.365,lung
NCIH460,TEMOZOLOMIDE,MK-8669,8.086666666666666,lung
NCIH460,TEMOZOLOMIDE,MK-8776,-0.4149999999999996,lung
NCIH460,TEMOZOLOMIDE,OXALIPLATIN,-8.7725,lung
NCIH460,TEMOZOLOMIDE,PD325901,0.14500000000000002,lung
NCIH460,TEMOZOLOMIDE,SN-38,-5.14,lung
NCIH460,TEMOZOLOMIDE,SORAFENIB,4.57,lung
NCIH460,TEMOZOLOMIDE,TOPOTECAN,3.42,lung
NCIH460,TOPOTECAN,BEZ-235,6.2575,lung
NCIH460,TOPOTECAN,DINACICLIB,-0.16000000000000014,lung
NCIH460,TOPOTECAN,MK-8776,-7.026666666666666,lung
NCIH460,TOPOTECAN,SORAFENIB,8.567499999999999,lung
NCIH460,VINBLASTINE,ABT-888,-7.5275,lung
NCIH460,VINBLASTINE,AZD1775,-4.25,lung
NCIH460,VINBLASTINE,BORTEZOMIB,-4.276666666666667,lung
NCIH460,VINBLASTINE,DASATINIB,-3.05,lung
NCIH460,VINBLASTINE,DINACICLIB,-3.98,lung
NCIH460,VINBLASTINE,ERLOTINIB,8.5575,lung
NCIH460,VINBLASTINE,GELDANAMYCIN,-4.485,lung
NCIH460,VINBLASTINE,L778123,8.8425,lung
NCIH460,VINBLASTINE,MK-2206,4.22,lung
NCIH460,VINBLASTINE,MK-4827,1.5633333333333335,lung
NCIH460,VINBLASTINE,MK-5108,-4.07,lung
NCIH460,VINBLASTINE,MK-8669,-4.036666666666666,lung
NCIH460,VINBLASTINE,MK-8776,-5.335,lung
NCIH460,VINBLASTINE,PD325901,-3.8899999999999997,lung
NCIH460,VINBLASTINE,SORAFENIB,7.585,lung
NCIH460,VINBLASTINE,TEMOZOLOMIDE,-6.9525,lung
NCIH460,VINBLASTINE,ZOLINZA,-5.58,lung
NCIH460,VINORELBINE,ABT-888,-4.04,lung
NCIH460,VINORELBINE,AZD1775,10.16,lung
NCIH460,VINORELBINE,BEZ-235,4.843333333333333,lung
NCIH460,VINORELBINE,BORTEZOMIB,3.79,lung
NCIH460,VINORELBINE,DASATINIB,4.85,lung
NCIH460,VINORELBINE,DINACICLIB,5.34,lung
NCIH460,VINORELBINE,ERLOTINIB,8.6025,lung
NCIH460,VINORELBINE,LAPATINIB,7.7225,lung
NCIH460,VINORELBINE,MK-2206,7.59,lung
NCIH460,VINORELBINE,MK-4827,5.1,lung
NCIH460,VINORELBINE,MK-5108,-3.116666666666666,lung
NCIH460,VINORELBINE,MK-8669,4.36,lung
NCIH460,VINORELBINE,MK-8776,7.77,lung
NCIH460,VINORELBINE,SORAFENIB,5.3999999999999995,lung
NCIH460,VINORELBINE,SUNITINIB,6.415,lung
NCIH460,VINORELBINE,TEMOZOLOMIDE,-6.5,lung
NCIH460,VINORELBINE,ZOLINZA,-3.1833333333333336,lung
NCIH460,ZOLINZA,ABT-888,-5.306666666666666,lung
NCIH460,ZOLINZA,AZD1775,-3.26,lung
NCIH460,ZOLINZA,BEZ-235,-8.02,lung
NCIH460,ZOLINZA,BORTEZOMIB,7.705,lung
NCIH460,ZOLINZA,DASATINIB,-3.4,lung
NCIH460,ZOLINZA,DINACICLIB,-3.91,lung
NCIH460,ZOLINZA,ERLOTINIB,-3.42,lung
NCIH460,ZOLINZA,GELDANAMYCIN,-9.040000000000001,lung
NCIH460,ZOLINZA,GEMCITABINE,3.37,lung
NCIH460,ZOLINZA,LAPATINIB,-6.995,lung
NCIH460,ZOLINZA,MK-2206,-3.09,lung
NCIH460,ZOLINZA,MK-4827,5.013333333333333,lung
NCIH460,ZOLINZA,MK-5108,-5.9,lung
NCIH460,ZOLINZA,MK-8669,-5.78,lung
NCIH460,ZOLINZA,MK-8776,-6.07,lung
NCIH460,ZOLINZA,OXALIPLATIN,-6.035,lung
NCIH460,ZOLINZA,PD325901,-6.785,lung
NCIH460,ZOLINZA,SORAFENIB,3.6519999999999997,lung
NCIH460,ZOLINZA,SUNITINIB,5.92,lung
NCIH460,ZOLINZA,TOPOTECAN,4.08,lung
NCIH520,5-FU,ABT-888,5.965,lung
NCIH520,5-FU,AZD1775,0.4525000000000001,lung
NCIH520,5-FU,BEZ-235,4.48,lung
NCIH520,5-FU,BORTEZOMIB,-1.4166666666666667,lung
NCIH520,5-FU,DASATINIB,-6.61,lung
NCIH520,5-FU,DINACICLIB,4.39,lung
NCIH520,5-FU,ERLOTINIB,-0.54,lung
NCIH520,5-FU,GELDANAMYCIN,-6.140000000000001,lung
NCIH520,5-FU,L778123,4.6899999999999995,lung
NCIH520,5-FU,LAPATINIB,-3.64,lung
NCIH520,5-FU,MK-2206,-6.25,lung
NCIH520,5-FU,MK-4827,-4.13,lung
NCIH520,5-FU,MK-5108,-4.41,lung
NCIH520,5-FU,MK-8669,-7.699999999999999,lung
NCIH520,5-FU,MK-8776,5.83,lung
NCIH520,5-FU,PD325901,4.13,lung
NCIH520,5-FU,SUNITINIB,7.074999999999999,lung
NCIH520,5-FU,TEMOZOLOMIDE,-7.03,lung
NCIH520,5-FU,ZOLINZA,9.43,lung
NCIH520,ABT-888,BEZ-235,13.1475,lung
NCIH520,ABT-888,DINACICLIB,6.37,lung
NCIH520,ABT-888,GELDANAMYCIN,0.2200000000000002,lung
NCIH520,ABT-888,MK-8669,5.373333333333334,lung
NCIH520,ABT-888,MK-8776,-4.53,lung
NCIH520,ABT-888,OXALIPLATIN,-6.925,lung
NCIH520,ABT-888,SN-38,7.565,lung
NCIH520,ABT-888,SORAFENIB,9.8325,lung
NCIH520,ABT-888,TOPOTECAN,-3.9425,lung
NCIH520,AZD1775,BEZ-235,15.280000000000001,lung
NCIH520,AZD1775,BORTEZOMIB,4.640000000000001,lung
NCIH520,AZD1775,DASATINIB,6.699999999999999,lung
NCIH520,AZD1775,DINACICLIB,-3.14,lung
NCIH520,AZD1775,ERLOTINIB,6.3,lung
NCIH520,AZD1775,GELDANAMYCIN,-4.66,lung
NCIH520,AZD1775,LAPATINIB,6.76,lung
NCIH520,AZD1775,MK-2206,3.75,lung
NCIH520,AZD1775,MK-4827,5.27,lung
NCIH520,AZD1775,MK-5108,7.27,lung
NCIH520,AZD1775,MK-8669,10.156666666666666,lung
NCIH520,AZD1775,MK-8776,24.5825,lung
NCIH520,AZD1775,OXALIPLATIN,-4.827500000000001,lung
NCIH520,AZD1775,PD325901,4.77,lung
NCIH520,AZD1775,SN-38,7.7525,lung
NCIH520,AZD1775,SORAFENIB,8.253333333333332,lung
NCIH520,AZD1775,TOPOTECAN,3.735,lung
NCIH520,BEZ-235,DINACICLIB,5.305,lung
NCIH520,BEZ-235,MK-8776,5.826666666666667,lung
NCIH520,BEZ-235,OXALIPLATIN,4.93,lung
NCIH520,BEZ-235,SN-38,7.74,lung
NCIH520,BEZ-235,SORAFENIB,4.9075,lung
NCIH520,BORTEZOMIB,BEZ-235,5.9350000000000005,lung
NCIH520,BORTEZOMIB,GELDANAMYCIN,-4.706666666666667,lung
NCIH520,BORTEZOMIB,MK-8669,3.3625,lung
NCIH520,BORTEZOMIB,SN-38,-4.626666666666666,lung
NCIH520,BORTEZOMIB,SORAFENIB,-3.65,lung
NCIH520,BORTEZOMIB,TOPOTECAN,-3.39,lung
NCIH520,CARBOPLATIN,ABT-888,-8.524999999999999,lung
NCIH520,CARBOPLATIN,AZD1775,3.9766666666666666,lung
NCIH520,CARBOPLATIN,BEZ-235,9.067499999999999,lung
NCIH520,CARBOPLATIN,DASATINIB,3.63,lung
NCIH520,CARBOPLATIN,DINACICLIB,-5.88,lung
NCIH520,CARBOPLATIN,ERLOTINIB,-3.55,lung
NCIH520,CARBOPLATIN,GELDANAMYCIN,-5.3575,lung
NCIH520,CARBOPLATIN,L778123,-1.7966666666666669,lung
NCIH520,CARBOPLATIN,LAPATINIB,0.9650000000000001,lung
NCIH520,CARBOPLATIN,MK-2206,-6.612500000000001,lung
NCIH520,CARBOPLATIN,MK-4827,4.164999999999999,lung
NCIH520,CARBOPLATIN,MK-5108,-7.0649999999999995,lung
NCIH520,CARBOPLATIN,MK-8669,3.52,lung
NCIH520,CARBOPLATIN,MK-8776,4.623333333333333,lung
NCIH520,CARBOPLATIN,PD325901,-2.436666666666667,lung
NCIH520,CARBOPLATIN,SORAFENIB,-3.26,lung
NCIH520,CARBOPLATIN,SUNITINIB,9.3125,lung
NCIH520,CARBOPLATIN,TEMOZOLOMIDE,-6.5275,lung
NCIH520,CARBOPLATIN,ZOLINZA,6.246666666666667,lung
NCIH520,CYCLOPHOSPHAMIDE,ABT-888,6.6899999999999995,lung
NCIH520,CYCLOPHOSPHAMIDE,AZD1775,12.455,lung
NCIH520,CYCLOPHOSPHAMIDE,BEZ-235,15.3375,lung
NCIH520,CYCLOPHOSPHAMIDE,BORTEZOMIB,5.12,lung
NCIH520,CYCLOPHOSPHAMIDE,DASATINIB,4.53,lung
NCIH520,CYCLOPHOSPHAMIDE,DINACICLIB,5.523333333333333,lung
NCIH520,CYCLOPHOSPHAMIDE,ERLOTINIB,7.275,lung
NCIH520,CYCLOPHOSPHAMIDE,GELDANAMYCIN,6.6450000000000005,lung
NCIH520,CYCLOPHOSPHAMIDE,L778123,6.91,lung
NCIH520,CYCLOPHOSPHAMIDE,LAPATINIB,6.3500000000000005,lung
NCIH520,CYCLOPHOSPHAMIDE,MK-2206,4.49,lung
NCIH520,CYCLOPHOSPHAMIDE,MK-4827,6.8500000000000005,lung
NCIH520,CYCLOPHOSPHAMIDE,MK-5108,7.3100000000000005,lung
NCIH520,CYCLOPHOSPHAMIDE,MK-8669,8.995000000000001,lung
NCIH520,CYCLOPHOSPHAMIDE,MK-8776,9.075,lung
NCIH520,CYCLOPHOSPHAMIDE,PD325901,11.71,lung
NCIH520,CYCLOPHOSPHAMIDE,SORAFENIB,9.3775,lung
NCIH520,CYCLOPHOSPHAMIDE,SUNITINIB,15.475,lung
NCIH520,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,6.7675,lung
NCIH520,CYCLOPHOSPHAMIDE,ZOLINZA,17.4075,lung
NCIH520,DASATINIB,ABT-888,-3.28,lung
NCIH520,DASATINIB,DINACICLIB,-4.69,lung
NCIH520,DASATINIB,GELDANAMYCIN,-11.8875,lung
NCIH520,DASATINIB,MK-8669,5.16,lung
NCIH520,DASATINIB,MK-8776,4.8775,lung
NCIH520,DASATINIB,OXALIPLATIN,-8.6525,lung
NCIH520,DASATINIB,TOPOTECAN,-3.01,lung
NCIH520,DEXAMETHASONE,AZD1775,7.085,lung
NCIH520,DEXAMETHASONE,BEZ-235,12.985,lung
NCIH520,DEXAMETHASONE,BORTEZOMIB,-3.535,lung
NCIH520,DEXAMETHASONE,DASATINIB,6.215,lung
NCIH520,DEXAMETHASONE,DINACICLIB,5.745,lung
NCIH520,DEXAMETHASONE,ERLOTINIB,3.8033333333333332,lung
NCIH520,DEXAMETHASONE,GELDANAMYCIN,-4.913333333333333,lung
NCIH520,DEXAMETHASONE,L778123,6.416666666666667,lung
NCIH520,DEXAMETHASONE,LAPATINIB,9.754999999999999,lung
NCIH520,DEXAMETHASONE,MK-2206,4.36,lung
NCIH520,DEXAMETHASONE,MK-4827,7.975,lung
NCIH520,DEXAMETHASONE,MK-5108,3.38,lung
NCIH520,DEXAMETHASONE,MK-8669,6.93,lung
NCIH520,DEXAMETHASONE,MK-8776,2.1566666666666667,lung
NCIH520,DEXAMETHASONE,PD325901,5.73,lung
NCIH520,DEXAMETHASONE,SORAFENIB,6.8725,lung
NCIH520,DEXAMETHASONE,SUNITINIB,14.3375,lung
NCIH520,DEXAMETHASONE,TEMOZOLOMIDE,-4.5775,lung
NCIH520,DEXAMETHASONE,ZOLINZA,8.9825,lung
NCIH520,DINACICLIB,MK-8776,4.41,lung
NCIH520,DOXORUBICIN,ABT-888,-7.335,lung
NCIH520,DOXORUBICIN,AZD1775,6.466666666666666,lung
NCIH520,DOXORUBICIN,BORTEZOMIB,-4.140000000000001,lung
NCIH520,DOXORUBICIN,DASATINIB,-3.7750000000000004,lung
NCIH520,DOXORUBICIN,DINACICLIB,-3.5,lung
NCIH520,DOXORUBICIN,ERLOTINIB,-1.8133333333333335,lung
NCIH520,DOXORUBICIN,GELDANAMYCIN,-10.5525,lung
NCIH520,DOXORUBICIN,L778123,-10.6775,lung
NCIH520,DOXORUBICIN,LAPATINIB,-5.516666666666667,lung
NCIH520,DOXORUBICIN,MK-2206,-4.859999999999999,lung
NCIH520,DOXORUBICIN,MK-4827,-5.03,lung
NCIH520,DOXORUBICIN,MK-5108,-14.0425,lung
NCIH520,DOXORUBICIN,MK-8669,-3.57,lung
NCIH520,DOXORUBICIN,MK-8776,5.53,lung
NCIH520,DOXORUBICIN,PD325901,-11.0925,lung
NCIH520,DOXORUBICIN,SORAFENIB,-4.536666666666666,lung
NCIH520,DOXORUBICIN,SUNITINIB,-3.285,lung
NCIH520,DOXORUBICIN,TEMOZOLOMIDE,-3.98,lung
NCIH520,DOXORUBICIN,ZOLINZA,4.82,lung
NCIH520,ERLOTINIB,ABT-888,-1.7,lung
NCIH520,ERLOTINIB,BEZ-235,12.66,lung
NCIH520,ERLOTINIB,BORTEZOMIB,5.47,lung
NCIH520,ERLOTINIB,DASATINIB,5.12,lung
NCIH520,ERLOTINIB,DINACICLIB,8.376666666666667,lung
NCIH520,ERLOTINIB,MK-8669,6.87,lung
NCIH520,ERLOTINIB,MK-8776,3.3733333333333335,lung
NCIH520,ERLOTINIB,OXALIPLATIN,-8.893333333333333,lung
NCIH520,ERLOTINIB,PD325901,3.47,lung
NCIH520,ERLOTINIB,SN-38,6.54,lung
NCIH520,ERLOTINIB,SORAFENIB,7.959999999999999,lung
NCIH520,ERLOTINIB,TOPOTECAN,7.8425,lung
NCIH520,ETOPOSIDE,ABT-888,6.8,lung
NCIH520,ETOPOSIDE,AZD1775,5.1850000000000005,lung
NCIH520,ETOPOSIDE,BEZ-235,4.82,lung
NCIH520,ETOPOSIDE,BORTEZOMIB,-4.12,lung
NCIH520,ETOPOSIDE,DINACICLIB,-8.28,lung
NCIH520,ETOPOSIDE,ERLOTINIB,11.4525,lung
NCIH520,ETOPOSIDE,LAPATINIB,9.370000000000001,lung
NCIH520,ETOPOSIDE,MK-2206,-3.6799999999999997,lung
NCIH520,ETOPOSIDE,MK-4827,9.866666666666667,lung
NCIH520,ETOPOSIDE,MK-5108,-7.53,lung
NCIH520,ETOPOSIDE,MK-8669,3.88,lung
NCIH520,ETOPOSIDE,MK-8776,8.5875,lung
NCIH520,ETOPOSIDE,PD325901,-1.1,lung
NCIH520,ETOPOSIDE,SORAFENIB,6.603333333333334,lung
NCIH520,ETOPOSIDE,SUNITINIB,9.850000000000001,lung
NCIH520,ETOPOSIDE,TEMOZOLOMIDE,-5.08,lung
NCIH520,ETOPOSIDE,ZOLINZA,7.9275,lung
NCIH520,GELDANAMYCIN,DINACICLIB,3.615,lung
NCIH520,GELDANAMYCIN,MK-8776,-3.33,lung
NCIH520,GELDANAMYCIN,OXALIPLATIN,-6.9975,lung
NCIH520,GELDANAMYCIN,SN-38,-0.385,lung
NCIH520,GELDANAMYCIN,SORAFENIB,0.25,lung
NCIH520,GELDANAMYCIN,TOPOTECAN,-5.31,lung
NCIH520,GEMCITABINE,ABT-888,5.265000000000001,lung
NCIH520,GEMCITABINE,AZD1775,23.47,lung
NCIH520,GEMCITABINE,BEZ-235,8.5625,lung
NCIH520,GEMCITABINE,BORTEZOMIB,5.636666666666667,lung
NCIH520,GEMCITABINE,DASATINIB,3.96,lung
NCIH520,GEMCITABINE,DINACICLIB,5.505,lung
NCIH520,GEMCITABINE,ERLOTINIB,10.4525,lung
NCIH520,GEMCITABINE,GELDANAMYCIN,-3.2,lung
NCIH520,GEMCITABINE,LAPATINIB,6.926666666666667,lung
NCIH520,GEMCITABINE,MK-2206,4.1,lung
NCIH520,GEMCITABINE,MK-4827,6.095,lung
NCIH520,GEMCITABINE,MK-5108,4.66,lung
NCIH520,GEMCITABINE,MK-8669,8.82,lung
NCIH520,GEMCITABINE,MK-8776,27.545,lung
NCIH520,GEMCITABINE,PD325901,17.91,lung
NCIH520,GEMCITABINE,SORAFENIB,4.38,lung
NCIH520,GEMCITABINE,SUNITINIB,8.64,lung
NCIH520,GEMCITABINE,TEMOZOLOMIDE,13.576666666666668,lung
NCIH520,L778123,AZD1775,14.885,lung
NCIH520,L778123,BEZ-235,11.725,lung
NCIH520,L778123,DASATINIB,6.2375,lung
NCIH520,L778123,DINACICLIB,4.2,lung
NCIH520,L778123,ERLOTINIB,6.2225,lung
NCIH520,L778123,GEMCITABINE,5.07,lung
NCIH520,L778123,LAPATINIB,7.846666666666667,lung
NCIH520,L778123,MK-2206,3.21,lung
NCIH520,L778123,MK-4827,5.96,lung
NCIH520,L778123,MK-5108,-4.43,lung
NCIH520,L778123,MK-8669,14.79,lung
NCIH520,L778123,MK-8776,-1.0,lung
NCIH520,L778123,OXALIPLATIN,-5.73,lung
NCIH520,L778123,PD325901,13.92,lung
NCIH520,L778123,SN-38,-5.545,lung
NCIH520,L778123,SORAFENIB,8.2375,lung
NCIH520,L778123,SUNITINIB,16.9525,lung
NCIH520,L778123,TEMOZOLOMIDE,4.89,lung
NCIH520,L778123,VINORELBINE,-8.8625,lung
NCIH520,L778123,ZOLINZA,6.6575,lung
NCIH520,LAPATINIB,BEZ-235,11.305,lung
NCIH520,LAPATINIB,BORTEZOMIB,7.444999999999999,lung
NCIH520,LAPATINIB,DASATINIB,5.0649999999999995,lung
NCIH520,LAPATINIB,DINACICLIB,5.53,lung
NCIH520,LAPATINIB,ERLOTINIB,8.75,lung
NCIH520,LAPATINIB,GELDANAMYCIN,5.4350000000000005,lung
NCIH520,LAPATINIB,MK-2206,-7.425000000000001,lung
NCIH520,LAPATINIB,MK-4827,6.845,lung
NCIH520,LAPATINIB,MK-5108,-4.529999999999999,lung
NCIH520,LAPATINIB,MK-8669,6.42,lung
NCIH520,LAPATINIB,MK-8776,-9.145,lung
NCIH520,LAPATINIB,OXALIPLATIN,-7.81,lung
NCIH520,LAPATINIB,PD325901,6.64,lung
NCIH520,LAPATINIB,SN-38,5.97,lung
NCIH520,LAPATINIB,SORAFENIB,11.36,lung
NCIH520,LAPATINIB,TOPOTECAN,-3.8800000000000003,lung
NCIH520,METFORMIN,ABT-888,-5.61,lung
NCIH520,METFORMIN,AZD1775,8.8,lung
NCIH520,METFORMIN,BEZ-235,10.0275,lung
NCIH520,METFORMIN,BORTEZOMIB,6.05,lung
NCIH520,METFORMIN,DINACICLIB,-0.8700000000000001,lung
NCIH520,METFORMIN,ERLOTINIB,-7.11,lung
NCIH520,METFORMIN,GELDANAMYCIN,-8.58,lung
NCIH520,METFORMIN,L778123,5.603333333333333,lung
NCIH520,METFORMIN,LAPATINIB,-6.34,lung
NCIH520,METFORMIN,MK-2206,-3.55,lung
NCIH520,METFORMIN,MK-4827,-6.28,lung
NCIH520,METFORMIN,MK-5108,-0.18666666666666698,lung
NCIH520,METFORMIN,MK-8669,3.44,lung
NCIH520,METFORMIN,MK-8776,-8.58,lung
NCIH520,METFORMIN,PD325901,2.0533333333333332,lung
NCIH520,METFORMIN,SORAFENIB,8.253333333333332,lung
NCIH520,METFORMIN,SUNITINIB,11.4825,lung
NCIH520,METFORMIN,TEMOZOLOMIDE,-6.875,lung
NCIH520,METFORMIN,ZOLINZA,7.7225,lung
NCIH520,METHOTREXATE,AZD1775,-5.346666666666667,lung
NCIH520,METHOTREXATE,BORTEZOMIB,-4.0,lung
NCIH520,METHOTREXATE,DASATINIB,-9.0625,lung
NCIH520,METHOTREXATE,DINACICLIB,4.922499999999999,lung
NCIH520,METHOTREXATE,ERLOTINIB,3.45,lung
NCIH520,METHOTREXATE,GELDANAMYCIN,-4.9175,lung
NCIH520,METHOTREXATE,L778123,-4.05,lung
NCIH520,METHOTREXATE,LAPATINIB,-4.86,lung
NCIH520,METHOTREXATE,MK-2206,-7.865,lung
NCIH520,METHOTREXATE,MK-4827,-6.6175,lung
NCIH520,METHOTREXATE,MK-5108,-5.715,lung
NCIH520,METHOTREXATE,MK-8669,-4.24,lung
NCIH520,METHOTREXATE,MK-8776,-4.46,lung
NCIH520,METHOTREXATE,PD325901,6.3999999999999995,lung
NCIH520,METHOTREXATE,SORAFENIB,4.79,lung
NCIH520,METHOTREXATE,SUNITINIB,-4.97,lung
NCIH520,METHOTREXATE,TEMOZOLOMIDE,-10.38,lung
NCIH520,METHOTREXATE,ZOLINZA,3.14,lung
NCIH520,MITOMYCINE,ABT-888,4.45,lung
NCIH520,MITOMYCINE,AZD1775,3.7,lung
NCIH520,MITOMYCINE,BORTEZOMIB,-3.665,lung
NCIH520,MITOMYCINE,ERLOTINIB,-19.73,lung
NCIH520,MITOMYCINE,GELDANAMYCIN,-8.435,lung
NCIH520,MITOMYCINE,L778123,-15.0575,lung
NCIH520,MITOMYCINE,LAPATINIB,3.18,lung
NCIH520,MITOMYCINE,MK-2206,-6.44,lung
NCIH520,MITOMYCINE,MK-4827,-4.58,lung
NCIH520,MITOMYCINE,MK-5108,-12.23,lung
NCIH520,MITOMYCINE,MK-8669,-5.77,lung
NCIH520,MITOMYCINE,MK-8776,7.79,lung
NCIH520,MITOMYCINE,PD325901,-3.61,lung
NCIH520,MITOMYCINE,SORAFENIB,-20.0275,lung
NCIH520,MITOMYCINE,SUNITINIB,3.77,lung
NCIH520,MITOMYCINE,TEMOZOLOMIDE,-3.78,lung
NCIH520,MITOMYCINE,ZOLINZA,5.9366666666666665,lung
NCIH520,MK-2206,ABT-888,0.3450000000000002,lung
NCIH520,MK-2206,BORTEZOMIB,-4.043333333333333,lung
NCIH520,MK-2206,DASATINIB,-3.3,lung
NCIH520,MK-2206,DINACICLIB,-4.48,lung
NCIH520,MK-2206,GELDANAMYCIN,-13.515,lung
NCIH520,MK-2206,MK-8776,3.37,lung
NCIH520,MK-2206,OXALIPLATIN,-12.3825,lung
NCIH520,MK-2206,PD325901,-3.8433333333333337,lung
NCIH520,MK-2206,SORAFENIB,4.15,lung
NCIH520,MK-2206,TOPOTECAN,-3.75,lung
NCIH520,MK-4541,5-FU,-4.4,lung
NCIH520,MK-4541,ABT-888,7.6899999999999995,lung
NCIH520,MK-4541,AZD1775,8.065,lung
NCIH520,MK-4541,BEZ-235,9.785,lung
NCIH520,MK-4541,BORTEZOMIB,0.05500000000000016,lung
NCIH520,MK-4541,CARBOPLATIN,-8.415000000000001,lung
NCIH520,MK-4541,CYCLOPHOSPHAMIDE,5.69,lung
NCIH520,MK-4541,DEXAMETHASONE,5.335,lung
NCIH520,MK-4541,DOXORUBICIN,-0.8899999999999999,lung
NCIH520,MK-4541,ERLOTINIB,1.24,lung
NCIH520,MK-4541,ETOPOSIDE,-4.74,lung
NCIH520,MK-4541,GELDANAMYCIN,5.49,lung
NCIH520,MK-4541,GEMCITABINE,6.986666666666667,lung
NCIH520,MK-4541,L778123,3.4466666666666668,lung
NCIH520,MK-4541,LAPATINIB,-0.17499999999999982,lung
NCIH520,MK-4541,METFORMIN,-7.12,lung
NCIH520,MK-4541,METHOTREXATE,-5.25,lung
NCIH520,MK-4541,MITOMYCINE,-4.699999999999999,lung
NCIH520,MK-4541,MK-2206,3.55,lung
NCIH520,MK-4541,MK-4827,-4.73,lung
NCIH520,MK-4541,MK-5108,6.52,lung
NCIH520,MK-4541,MK-8669,-4.85,lung
NCIH520,MK-4541,MK-8776,-5.5,lung
NCIH520,MK-4541,MRK-003,0.05666666666666694,lung
NCIH520,MK-4541,OXALIPLATIN,-5.154999999999999,lung
NCIH520,MK-4541,PACLITAXEL,-5.43,lung
NCIH520,MK-4541,PD325901,3.6525000000000003,lung
NCIH520,MK-4541,SN-38,-1.3566666666666667,lung
NCIH520,MK-4541,SORAFENIB,6.253333333333334,lung
NCIH520,MK-4541,SUNITINIB,11.24,lung
NCIH520,MK-4541,TEMOZOLOMIDE,-6.213333333333334,lung
NCIH520,MK-4541,TOPOTECAN,4.5,lung
NCIH520,MK-4541,VINBLASTINE,-11.7025,lung
NCIH520,MK-4541,VINORELBINE,-5.74,lung
NCIH520,MK-4541,ZOLINZA,7.343333333333334,lung
NCIH520,MK-4827,ABT-888,-8.016666666666667,lung
NCIH520,MK-4827,BEZ-235,4.785,lung
NCIH520,MK-4827,BORTEZOMIB,-3.67,lung
NCIH520,MK-4827,DINACICLIB,-8.45,lung
NCIH520,MK-4827,GELDANAMYCIN,-6.026666666666666,lung
NCIH520,MK-4827,MK-2206,-0.915,lung
NCIH520,MK-4827,MK-8669,-3.48,lung
NCIH520,MK-4827,MK-8776,5.3133333333333335,lung
